CREDIT	INCOME
57611 	30600 
248625 	25500 
600000 	40800 
244235 	25500 
215700 	0 
133202 	18360 
100000 	30600 
97879 	40800 
200900 	23460 
200000 	51000 
83412 	21726 
2519960 	25500 
643522 	21420 
87459 	27050 
426794 	19380 
31988 	15300 
568400 	122400 
89622 	25500 
73885 	0 
92941 	20760 
600000 	0 
220457 	32640 
581180 	35700 
63625 	28050 
90319 	26520 
477089 	20400 
36353 	0 
119670 	0 
199348 	0 
600000 	40800 
109290 	25500 
260951 	25500 
434294 	30600 
330000 	51000 
138171 	25500 
56946 	35700 
83984 	26520 
702620 	61200 
200000 	81600 
221515 	47940 
25000 	25624 
57584 	27234 
350600 	29283 
157707 	27540 
73395 	20400 
282559 	30600 
83904 	30600 
188987 	20400 
225190 	27540 
486450 	36720 
40979 	16327 
181000 	22440 
117000 	24480 
1316232 	26622 
30769 	17340 
279620 	30600 
427900 	45900 
348118 	70992 
217189 	25500 
77412 	20400 
203258 	17340 
183886 	61200 
367634 	37740 
239882 	57120 
65765 	25500 
262615 	12240 
145000 	10506 
583100 	35700 
529300 	183600 
200000 	32640 
383497 	61200 
398611 	26520 
309134 	25500 
225900 	40800 
115911 	16320 
282300 	0 
119400 	40800 
238077 	45900 
62112 	15300 
127397 	52020 
166633 	26520 
66680 	17340 
179353 	20400 
69869 	16320 
170090 	15300 
639300 	0 
102926 	30600 
245529 	126480 
95538 	0 
179278 	51000 
261900 	0 
702604 	15300 
136353 	37461 
481059 	127046 
139846 	25500 
63260 	12240 
560483 	25500 
100000 	20400 
172501 	51000 
618863 	40800 
31988 	18360 
256125 	36720 
69843 	25500 
600000 	27540 
33956 	13260 
244000 	25500 
484397 	25500 
359900 	30651 
253500 	23460 
271867 	25500 
150000 	14280 
138529 	36276 
128717 	25500 
174451 	20400 
110938 	20400 
89889 	40800 
131266 	25500 
515200 	71400 
197592 	40800 
644767 	37740 
132457 	30600 
74900 	32640 
267715 	81600 
259882 	51000 
165765 	27540 
62444 	18360 
81000 	25500 
495050 	22440 
126125 	0 
450000 	0 
727213 	37740 
460383 	26520 
111050 	30600 
260886 	25500 
165371 	24480 
355674 	0 
400900 	40800 
659004 	0 
31692 	15300 
354000 	88348 
270000 	15300 
156706 	0 
332213 	37740 
74814 	28560 
90000 	51000 
219059 	31620 
340900 	35700 
150000 	28988 
100000 	40800 
13220 	17340 
151479 	26520 
205600 	9838 
450000 	113220 
803614 	25500 
858855 	35700 
500900 	0 
150000 	36720 
116580 	20400 
448735 	40800 
150000 	23460 
350900 	30600 
237200 	0 
1000000 	0 
254875 	18360 
437600 	55080 
648262 	27540 
1039762 	39780 
172842 	0 
56607 	15300 
105374 	48960 
36986 	30600 
44609 	30600 
509000 	306000 
78589 	25500 
97444 	30600 
181518 	32640 
100250 	25500 
60444 	25500 
30000 	25500 
162000 	25500 
600000 	0 
122615 	0 
216300 	25500 
262801 	30600 
59468 	20400 
54842 	49767 
70000 	57120 
86400 	0 
350900 	30400 
73882 	30594 
390301 	15300 
299881 	153000 
55791 	32640 
342574 	45900 
42782 	20400 
321266 	71400 
367000 	51000 
364137 	25500 
122588 	30600 
100433 	7140 
93526 	15300 
120941 	30600 
52818 	23320 
443636 	37740 
61953 	30600 
532800 	56100 
577900 	53205 
117609 	3264 
75841 	13260 
215900 	19941 
150000 	17340 
324727 	21420 
178629 	30600 
78667 	23460 
79341 	12240 
116374 	51000 
114659 	0 
236353 	0 
242000 	45900 
239000 	35496 
449333 	81600 
264657 	18360 
244000 	37740 
106322 	0 
66842 	23460 
52687 	12240 
175529 	10200 
2000000 	70992 
39989 	30600 
123729 	18360 
197625 	43860 
137935 	59441 
598300 	44268 
210250 	18360 
465000 	40800 
126449 	47940 
600000 	66300 
535795 	15300 
163135 	26622 
90099 	30600 
180000 	35700 
58842 	25500 
514000 	0 
483000 	122400 
109081 	28091 
300900 	0 
405944 	51000 
200000 	25500 
308210 	51000 
187000 	30600 
202900 	58501 
111200 	51000 
202353 	21420 
127176 	25500 
260000 	35700 
214800 	153000 
463036 	26520 
426835 	71400 
137294 	35700 
179765 	0 
528418 	23460 
200000 	25500 
423900 	30600 
34628 	20400 
114222 	7650 
91856 	35700 
50000 	20400 
450900 	45900 
205613 	18360 
589747 	30600 
264556 	35700 
247493 	36720 
114581 	51000 
250000 	20400 
40737 	19380 
110000 	21856 
334743 	30600 
128889 	91800 
264824 	30600 
406762 	17340 
244824 	15300 
55934 	68850 
347975 	30600 
74124 	33150 
230900 	0 
99889 	36720 
387595 	52758 
135965 	34680 
85019 	40800 
212457 	25500 
772754 	91800 
417450 	25500 
247200 	20400 
218000 	39780 
328861 	23460 
400000 	40800 
392214 	30600 
141882 	35934 
75351 	46920 
39646 	15300 
60000 	18360 
180900 	38760 
250941 	23460 
97529 	0 
410267 	30600 
194624 	10200 
70000 	22440 
117746 	11730 
140085 	51000 
415600 	47241 
133507 	102000 
194941 	17850 
1156243 	15300 
135000 	25500 
158147 	27540 
173072 	61200 
164810 	25500 
57647 	26520 
250900 	112825 
125765 	20400 
49894 	35700 
408900 	30600 
226438 	20400 
61059 	40800 
50000 	0 
200000 	39219 
307714 	34680 
106211 	46920 
407375 	26520 
600000 	30600 
238533 	26520 
220769 	35394 
500000 	34680 
154937 	29580 
124000 	40800 
142162 	14994 
117000 	25500 
380900 	0 
168000 	20400 
659100 	40800 
89294 	13260 
266941 	30600 
60900 	40800 
89741 	20400 
250000 	40800 
284510 	45900 
343886 	36720 
632470 	53040 
61989 	43860 
62333 	18360 
445932 	61200 
34224 	25500 
406529 	36720 
327125 	45900 
83402 	51000 
173681 	88740 
201900 	30600 
292444 	20400 
603900 	0 
283091 	18360 
557344 	47614 
141073 	30600 
94353 	0 
200000 	25500 
600000 	35700 
541164 	20400 
100000 	17760 
615000 	61200 
277118 	15300 
1467750 	51000 
99882 	23460 
150900 	16320 
39889 	35700 
190900 	71400 
246753 	17136 
199294 	27540 
37397 	0 
180000 	0 
24588 	0 
180900 	28560 
180584 	40800 
69196 	0 
30211 	20400 
111978 	0 
43027 	29583 
740937 	61200 
76563 	0 
217189 	71400 
500900 	66300 
250824 	51000 
461799 	35700 
141914 	8160 
105374 	22034 
76235 	31620 
208336 	20400 
220706 	45900 
600000 	100878 
415841 	40800 
209528 	0 
146900 	23460 
58667 	8772 
218000 	72420 
500900 	0 
50000 	40800 
70000 	40800 
113918 	32640 
76649 	28172 
189294 	0 
68625 	45900 
219563 	30600 
377200 	25500 
586456 	86700 
364727 	27540 
56474 	0 
42627 	27540 
247525 	0 
341701 	51000 
117334 	30600 
261716 	20400 
201282 	0 
486000 	45900 
506150 	81600 
94947 	0 
185672 	25500 
443520 	66300 
41653 	0 
85250 	25500 
445400 	31620 
525179 	25500 
144824 	25500 
150000 	30600 
87529 	28866 
74375 	40800 
70444 	8160 
229600 	20400 
146118 	23460 
164918 	13647 
239910 	35700 
542579 	29580 
267850 	35700 
600000 	0 
56726 	25500 
64642 	0 
64222 	20400 
522950 	0 
177000 	22520 
78318 	0 
186800 	0 
359000 	61449 
37522 	0 
58000 	40800 
300941 	25500 
73322 	9347 
100000 	15820 
210700 	20400 
70152 	10200 
180000 	26917 
182000 	51000 
53635 	24480 
447325 	24480 
48316 	0 
61989 	25500 
519800 	43860 
365200 	25500 
164125 	0 
179765 	0 
343886 	51000 
218579 	23460 
73984 	24480 
24600 	0 
203900 	56100 
53579 	0 
142235 	0 
92627 	0 
111098 	17340 
300000 	0 
242615 	30600 
72000 	29580 
69165 	15300 
120000 	35700 
360500 	0 
67321 	20400 
86421 	0 
355765 	0 
53929 	18360 
627867 	40800 
100900 	25500 
75333 	16830 
221375 	0 
75659 	51000 
111425 	25500 
57368 	68814 
388229 	33660 
2167653 	163200 
200000 	35700 
115314 	17340 
54533 	20400 
236900 	18360 
86941 	30600 
166007 	13260 
340037 	18360 
34333 	33660 
128603 	25500 
584100 	71400 
236353 	32865 
23222 	26520 
501650 	66300 
252706 	81600 
87000 	44370 
216353 	102000 
110076 	44880 
157625 	31620 
20000 	12240 
341500 	30600 
343886 	38250 
78421 	26214 
63043 	20400 
354000 	51000 
99890 	0 
37010 	7140 
180985 	25500 
125647 	0 
40000 	40800 
580919 	30600 
2555028 	94860 
100059 	33692 
218579 	40800 
315000 	25500 
282267 	23460 
150000 	20400 
258075 	40800 
20867 	16320 
71816 	56100 
261111 	22440 
202900 	25500 
260000 	25500 
407388 	51000 
173000 	13087 
345772 	23460 
441519 	0 
90211 	35700 
518245 	36720 
75027 	30600 
300000 	61200 
187000 	14280 
168900 	61200 
184975 	48960 
98270 	23460 
80277 	30600 
249360 	16320 
254823 	20400 
142235 	19738 
68000 	45900 
350000 	81600 
524170 	0 
83407 	20400 
128500 	0 
35543 	17340 
344933 	51000 
75373 	30600 
450000 	71400 
468795 	40800 
80500 	25500 
76000 	95880 
81200 	35700 
190000 	19125 
45444 	22440 
61804 	23766 
161882 	24480 
600000 	0 
159882 	17340 
239882 	40800 
148000 	71706 
304500 	45900 
110000 	0 
66824 	0 
133789 	0 
247000 	35700 
600000 	47940 
249529 	35700 
200000 	29658 
277647 	30090 
84526 	21930 
319500 	35700 
88030 	15692 
75745 	28560 
363500 	51000 
413893 	25500 
266300 	13260 
199950 	71400 
469930 	40800 
800000 	0 
254875 	25500 
229536 	51000 
148900 	35700 
266176 	20400 
43409 	51000 
106211 	51000 
1048046 	35700 
112824 	0 
66901 	52359 
26889 	25500 
459314 	57673 
99603 	51000 
122887 	45900 
300780 	25500 
631435 	20400 
22127 	20400 
75353 	30600 
157588 	17340 
245000 	14280 
385039 	42330 
1643717 	61200 
120000 	20400 
696054 	30600 
189706 	30600 
429000 	30600 
363353 	25500 
91059 	25500 
4806388 	35700 
363515 	23460 
119778 	35700 
600000 	71400 
100400 	30600 
116556 	32640 
378176 	61200 
49200 	30600 
60000 	25500 
55581 	25500 
2981464 	76500 
98427 	15300 
76200 	51000 
59395 	18360 
243412 	30600 
31434 	26010 
97700 	71400 
92556 	30600 
97722 	28560 
300000 	0 
167667 	20400 
46526 	51000 
146941 	35700 
1338468 	102000 
23632 	0 
87483 	30600 
194500 	18360 
761255 	40800 
541580 	51000 
993300 	0 
300552 	17340 
97342 	30600 
257975 	23460 
608471 	41820 
97412 	15300 
185335 	17022 
163135 	76500 
99889 	30600 
119892 	17340 
290319 	20400 
290662 	39780 
500308 	61200 
169294 	22440 
806447 	25500 
196625 	0 
80105 	20400 
148378 	37740 
197882 	0 
305823 	0 
73059 	0 
104533 	0 
49444 	40800 
223441 	61200 
37667 	40800 
104021 	102000 
117600 	25500 
80745 	21420 
423529 	22023 
61556 	23460 
480000 	30600 
100000 	0 
302510 	20400 
314920 	15300 
92824 	22950 
21436 	29259 
97323 	9180 
55000 	35700 
128118 	0 
55000 	30600 
218533 	25500 
47740 	30600 
230400 	0 
124148 	39566 
6275281 	153000 
728364 	51000 
78142 	25500 
374932 	20400 
83412 	53040 
387468 	51000 
88625 	35700 
436500 	22440 
64556 	30600 
352800 	33660 
46471 	30600 
600000 	51000 
277529 	51000 
40000 	21245 
65104 	23460 
57368 	0 
204588 	25500 
138875 	20400 
103046 	35700 
170044 	51000 
400000 	56100 
298700 	33150 
200000 	20400 
350763 	61200 
495553 	30600 
104700 	25500 
700000 	60372 
93364 	44902 
119121 	45900 
400000 	31760 
364727 	48960 
166941 	27540 
248202 	30600 
894003 	47736 
276018 	20967 
388970 	22440 
55700 	30600 
140485 	13260 
234430 	35700 
161778 	25500 
154000 	0 
265017 	15300 
595488 	25500 
510900 	96900 
110205 	30600 
96175 	40800 
174533 	52896 
108030 	27540 
350000 	51000 
150000 	17340 
51520 	30600 
217400 	40800 
29081 	51000 
244727 	25500 
219967 	35700 
180235 	158100 
363515 	23460 
126900 	15165 
80289 	20400 
402900 	40696 
1000000 	0 
450000 	70992 
490000 	36210 
457875 	48102 
56737 	0 
63800 	51000 
261276 	20400 
363425 	51462 
353819 	30600 
29884 	20400 
300900 	71400 
72706 	15300 
137768 	27540 
60150 	25500 
453700 	56100 
285190 	15300 
57529 	20400 
339800 	0 
336985 	25500 
351262 	15300 
621462 	40800 
32526 	40800 
177529 	0 
340000 	27964 
600000 	153000 
46211 	66560 
5584055 	35700 
394700 	0 
200000 	15300 
50919 	33425 
170000 	54060 
495600 	21420 
213545 	25500 
303886 	20400 
204865 	61200 
204933 	19380 
468354 	23825 
68667 	35700 
431700 	193800 
450900 	204000 
141900 	0 
120000 	51000 
130000 	12240 
156626 	45900 
200000 	45900 
143143 	19345 
709159 	71400 
371900 	61200 
550000 	51000 
227900 	28560 
58667 	40800 
296066 	55080 
370625 	30600 
98471 	30600 
101483 	61200 
189000 	59160 
254457 	41820 
66196 	17850 
255900 	30600 
257062 	35700 
566300 	25500 
250000 	0 
77514 	8160 
147765 	0 
136900 	32640 
522900 	40800 
550700 	40800 
222890 	61200 
86218 	35700 
32975 	0 
338364 	74460 
157125 	12240 
58600 	22440 
52632 	25500 
300000 	61200 
477900 	81600 
164918 	21420 
217189 	37919 
600000 	42840 
1993473 	55080 
190000 	20910 
52312 	19278 
150000 	23460 
382626 	35700 
89000 	10200 
45053 	32640 
485138 	346800 
49300 	40800 
426125 	35751 
328000 	40800 
472921 	24065 
133747 	15300 
144021 	61200 
550000 	61200 
100000 	20400 
68353 	29580 
390900 	30600 
103487 	42840 
109793 	22440 
13109 	30600 
527100 	35700 
364000 	51000 
91300 	66300 
275000 	25500 
175379 	40800 
284824 	38760 
144000 	30600 
330000 	71400 
288900 	30600 
114467 	28560 
62462 	56100 
224765 	0 
107935 	30222 
261059 	30600 
148000 	41536 
600000 	71400 
22000 	0 
225471 	45900 
150857 	25500 
50259 	20400 
1015402 	30600 
407670 	29070 
130000 	25500 
273224 	30600 
159000 	12240 
451103 	20400 
870077 	51000 
300026 	10200 
220769 	48960 
600000 	15300 
898780 	15300 
450900 	35700 
1025100 	102000 
301236 	14178 
27786 	6120 
197208 	54060 
26701 	13260 
662885 	40800 
378051 	28560 
85000 	18360 
89176 	16830 
250900 	118001 
334000 	20400 
389250 	39143 
259059 	24480 
300900 	28560 
150000 	40800 
150900 	13260 
230766 	71400 
348900 	204000 
74710 	30600 
33770 	0 
399266 	24480 
39895 	30600 
300000 	61200 
390615 	42840 
64706 	27540 
124414 	0 
164217 	29292 
124620 	0 
438650 	35700 
89294 	0 
504351 	23460 
428131 	28500 
447900 	25500 
356295 	33660 
180047 	24480 
412625 	31110 
200000 	51000 
54947 	0 
51176 	30600 
385125 	76500 
597890 	0 
125176 	27540 
141711 	35244 
137533 	20400 
29697 	40800 
203820 	24480 
300000 	0 
274853 	35700 
195482 	61200 
156235 	0 
179000 	35700 
82307 	35700 
301487 	30600 
500800 	51000 
200000 	102000 
637742 	51000 
56863 	23460 
374001 	53040 
146069 	42840 
131179 	16320 
271249 	39182 
64173 	12240 
142000 	25500 
201093 	30600 
133385 	0 
160616 	20400 
161000 	30600 
383501 	61200 
91226 	35700 
300824 	35700 
197294 	20400 
166980 	0 
615300 	51000 
609522 	20400 
83200 	33660 
112541 	12240 
562392 	42840 
70365 	17853 
271733 	41820 
169848 	61200 
450900 	102000 
160729 	17340 
1218707 	85680 
117413 	25500 
282533 	23256 
398612 	51000 
374177 	21961 
239830 	59160 
200900 	42401 
3842687 	153000 
151013 	42840 
190813 	20400 
200000 	45900 
80643 	30600 
260313 	71368 
181922 	61200 
150000 	31862 
230900 	30600 
100000 	71400 
446303 	35700 
113799 	15300 
417294 	36285 
30471 	12240 
490900 	26568 
360651 	20400 
51635 	0 
93000 	9545 
380886 	40800 
416212 	35710 
117000 	14280 
1649979 	35700 
77053 	30600 
205765 	42024 
283900 	91800 
289012 	0 
57667 	18360 
401221 	20400 
333187 	30600 
331023 	20400 
168200 	24118 
405890 	51000 
265466 	54060 
210235 	56687 
73500 	14280 
55543 	35700 
246000 	40800 
159454 	14287 
355784 	56100 
284750 	51000 
343886 	20400 
416456 	40392 
177689 	0 
600000 	0 
16312 	20400 
470000 	57120 
58709 	35700 
150118 	21204 
210900 	30600 
2290131 	53244 
34526 	35700 
627882 	43669 
190222 	0 
191013 	35924 
65838 	26042 
169747 	37740 
66941 	28560 
511986 	61200 
497605 	33660 
91684 	71400 
133616 	15300 
115000 	40800 
145000 	15300 
528650 	40800 
136966 	45900 
69902 	27540 
550746 	51000 
71647 	49980 
115368 	0 
118000 	27540 
104925 	32640 
127895 	61200 
482405 	30600 
150000 	51000 
117375 	18360 
206556 	40800 
210000 	21420 
429300 	25500 
37789 	35700 
284000 	15300 
265678 	30600 
187300 	24632 
50000 	45900 
286743 	25500 
168890 	61200 
244400 	13260 
434231 	40800 
203890 	0 
1000000 	28560 
256474 	30600 
163529 	22440 
68125 	20400 
150000 	40800 
600900 	39780 
403698 	12240 
131000 	20400 
200000 	26520 
94824 	0 
87459 	31214 
167571 	10200 
561750 	51000 
62000 	0 
276848 	14396 
511771 	39780 
109793 	0 
55263 	0 
113526 	48960 
408100 	0 
101059 	0 
286900 	35700 
23448 	30600 
406526 	110160 
517900 	40800 
182909 	15300 
63412 	27410 
508900 	102000 
130000 	10200 
400000 	38854 
57529 	23460 
390813 	35700 
282900 	66300 
209571 	38760 
283667 	33660 
56785 	34369 
330800 	47796 
295636 	20400 
493286 	51000 
320839 	18360 
27263 	35700 
150000 	51000 
118000 	35700 
179529 	27540 
207722 	20910 
450900 	357000 
251000 	16003 
188706 	46920 
63466 	25500 
256235 	40800 
38150 	12240 
238928 	47940 
250000 	45597 
88000 	14280 
135706 	35700 
116582 	33864 
238545 	50873 
286743 	56100 
85765 	22440 
259995 	30600 
76580 	11975 
295828 	27540 
153600 	0 
185414 	30600 
160000 	35700 
403729 	102000 
325375 	24480 
61414 	25500 
191435 	51000 
39752 	35700 
836583 	12240 
1455448 	73440 
745074 	51000 
264384 	25500 
1667797 	30600 
98900 	51000 
200000 	20400 
124353 	61200 
438900 	40800 
147250 	40800 
308044 	30600 
45959 	30600 
126449 	28215 
371346 	33735 
427300 	42840 
245250 	0 
209443 	35700 
250667 	29831 
237303 	25500 
1745132 	31702 
323282 	39004 
304121 	28560 
177529 	20400 
380886 	25500 
50900 	17340 
272300 	0 
37368 	39780 
244588 	40800 
489705 	49744 
121534 	23460 
98538 	0 
149600 	15300 
354000 	52020 
385700 	0 
137294 	51000 
110000 	16320 
846362 	81600 
42937 	0 
286743 	24025 
125529 	12240 
100900 	0 
600000 	117300 
61474 	26547 
339882 	35700 
58041 	19380 
49789 	0 
120941 	17948 
36916 	20400 
69294 	30600 
53000 	20400 
412000 	25500 
132655 	25500 
450900 	51000 
414655 	45900 
64105 	56100 
600900 	51000 
534200 	0 
113744 	102000 
36590 	0 
598026 	45900 
84000 	0 
569224 	27606 
500000 	81600 
200000 	36720 
932322 	30600 
180000 	34890 
125000 	13449 
287152 	19910 
367900 	76500 
35568 	18360 
600000 	81600 
224908 	91800 
302482 	20400 
26412 	0 
54706 	28560 
60000 	14280 
201900 	51000 
22767 	45900 
819241 	51000 
85111 	33660 
185000 	0 
80000 	26520 
170407 	26127 
108444 	25500 
371111 	30600 
100000 	0 
372625 	24480 
365765 	30600 
434000 	25500 
54947 	0 
41461 	15300 
186000 	70266 
177085 	33660 
246203 	0 
309658 	40800 
150000 	30600 
271127 	20400 
580095 	27540 
50000 	45900 
252523 	12240 
103487 	61200 
60000 	20400 
122235 	29580 
282700 	25500 
220769 	20400 
456835 	61200 
71000 	22136 
684400 	51000 
345688 	39933 
59150 	25500 
49444 	30600 
301000 	31620 
34002 	23460 
397436 	21111 
196358 	22440 
212375 	15300 
200000 	40800 
159998 	35700 
240437 	25500 
278988 	20400 
255000 	96900 
75667 	25500 
56590 	36625 
154407 	31620 
83529 	13566 
170000 	25500 
523404 	51000 
438142 	26826 
225000 	17340 
490539 	56100 
127051 	51000 
414150 	25500 
200000 	51000 
258089 	102000 
664800 	74460 
330000 	15300 
137500 	26520 
200000 	69360 
215900 	15300 
310011 	34848 
340000 	19380 
200000 	0 
88667 	27540 
109059 	15300 
124824 	25500 
464700 	51000 
400900 	15300 
221205 	102000 
416900 	27540 
189502 	35700 
317653 	18360 
450000 	204000 
43155 	15300 
211430 	12240 
607152 	30600 
240023 	61200 
82816 	11220 
599882 	45900 
49368 	15300 
17023 	25500 
600900 	86700 
88316 	51000 
74000 	12240 
31170 	20726 
143200 	0 
118212 	6120 
112111 	28560 
454125 	38760 
90516 	18360 
105374 	17747 
826954 	102000 
273692 	40800 
235467 	18360 
45158 	0 
573728 	51000 
577529 	61200 
393500 	25500 
211840 	64260 
210000 	71400 
349011 	51000 
226387 	0 
135765 	27540 
340700 	35700 
116468 	27540 
112526 	0 
134235 	35700 
71290 	40800 
462923 	0 
434688 	67442 
100000 	30600 
503800 	30600 
186486 	0 
206941 	0 
74035 	21114 
195000 	25500 
50900 	30600 
360000 	56100 
184826 	0 
86444 	25500 
172981 	38760 
150000 	9194 
200000 	58140 
250421 	53040 
234743 	14280 
43556 	9180 
100000 	50619 
50900 	15300 
1302698 	357000 
200000 	35700 
54000 	0 
270406 	25500 
332240 	25500 
809813 	35700 
220769 	40800 
70135 	61200 
150000 	16320 
100000 	51000 
262824 	22440 
28053 	29617 
54060 	14280 
32770 	17340 
88716 	28560 
97882 	25500 
599450 	35700 
229600 	61200 
343886 	76500 
471647 	31655 
760633 	56100 
51809 	0 
124316 	45900 
388600 	25068 
159000 	12240 
74710 	13260 
188941 	20400 
124766 	10200 
171083 	18360 
48615 	40800 
236353 	0 
551768 	61200 
235318 	35700 
78609 	25500 
49126 	40800 
479196 	34680 
456300 	20997 
75000 	30600 
317071 	27948 
170900 	47940 
61333 	28560 
534356 	12240 
500000 	122400 
364167 	25500 
196208 	37740 
186335 	56100 
100400 	0 
77846 	65804 
52692 	18360 
354000 	25512 
521300 	51000 
36839 	18360 
405665 	0 
337671 	61200 
473818 	0 
147882 	0 
435800 	51000 
203412 	30600 
103327 	25500 
176200 	18360 
30913 	25500 
138504 	9850 
108400 	0 
130000 	51000 
172950 	17340 
125529 	0 
408645 	25500 
44737 	0 
510153 	42840 
303454 	0 
378000 	51000 
508900 	112200 
108211 	20400 
77149 	25500 
470632 	35700 
200000 	20400 
244875 	26520 
334000 	40800 
320000 	25500 
919352 	26622 
300000 	34680 
251366 	23460 
224750 	0 
158242 	26520 
50000 	0 
50000 	16320 
169684 	0 
110900 	0 
177529 	0 
70000 	0 
1163724 	10200 
21480 	0 
175529 	0 
228190 	18360 
77779 	0 
54149 	17340 
155059 	0 
213712 	20400 
27263 	15300 
19040 	13260 
100000 	20400 
175500 	12648 
88758 	17850 
51538 	22440 
68101 	14280 
186706 	0 
98270 	0 
120000 	10455 
227415 	35700 
239235 	35700 
79059 	0 
190634 	25500 
43112 	66300 
140289 	21420 
140543 	20400 
172457 	30600 
283956 	30600 
30600 	15300 
49889 	30600 
25474 	0 
200900 	20400 
188625 	37740 
148250 	0 
372933 	31620 
89463 	19243 
136267 	0 
290615 	0 
32444 	10200 
277089 	15300 
352900 	102000 
100000 	51000 
239800 	35700 
400000 	35700 
789178 	20400 
70000 	16320 
327490 	45900 
1668237 	35700 
53579 	35700 
368118 	0 
450800 	35700 
201203 	31620 
49905 	25500 
182000 	40800 
400000 	51000 
110325 	35700 
157363 	25500 
284684 	71400 
59895 	20400 
109081 	21321 
245817 	37740 
30211 	28560 
66815 	20400 
272131 	18902 
540900 	40800 
375354 	20400 
31856 	0 
57579 	0 
122444 	30600 
286267 	25500 
214750 	0 
39114 	7685 
54000 	0 
57841 	11399 
42165 	20400 
56737 	0 
21480 	20400 
180000 	20400 
22000 	20400 
477471 	32844 
51263 	0 
31856 	0 
41116 	20400 
170900 	22440 
309647 	37740 
50153 	37740 
143000 	16320 
101000 	5726 
57659 	16320 
400000 	0 
189294 	20400 
65873 	13260 
63582 	16320 
54000 	24480 
250000 	40800 
150000 	15300 
300000 	25500 
76649 	20238 
162000 	66300 
150900 	56100 
144235 	57120 
41820 	54060 
54845 	20400 
143000 	9559 
73884 	25500 
27263 	0 
208553 	51000 
124353 	15300 
97848 	20400 
86925 	29376 
172000 	12240 
149176 	17850 
61474 	20400 
191647 	30600 
444727 	23460 
599833 	54060 
96582 	20400 
67635 	12240 
110877 	40800 
218512 	10200 
209750 	35700 
107333 	35700 
56525 	51000 
463280 	25500 
109081 	0 
261346 	0 
69081 	0 
52474 	15300 
376456 	25500 
52474 	16320 
22615 	11832 
64000 	0 
197000 	20400 
545000 	0 
266155 	45900 
24227 	51000 
600000 	102000 
1000000 	0 
306976 	14280 
60900 	15477 
292824 	21136 
50722 	0 
240000 	31620 
248900 	40800 
300000 	61200 
182900 	56100 
171298 	25500 
600000 	71400 
72890 	35700 
515000 	52020 
183412 	0 
122706 	0 
590471 	0 
51789 	0 
600000 	0 
200900 	56100 
61765 	24480 
250900 	25500 
229600 	51000 
334333 	0 
229600 	15300 
169778 	43860 
599137 	28560 
94555 	30600 
186533 	66300 
364727 	25500 
109081 	40800 
391000 	0 
264026 	35700 
306667 	48960 
152406 	24480 
112926 	28560 
800900 	61200 
105900 	0 
247468 	45900 
270900 	30600 
488900 	357000 
300000 	51000 
400100 	26520 
583489 	40800 
700000 	81855 
31692 	20400 
280660 	28560 
54333 	30600 
195885 	50742 
367714 	17340 
530000 	29861 
320000 	51000 
96941 	0 
62000 	30600 
509391 	39168 
599879 	40290 
84001 	25500 
150000 	22993 
423058 	51000 
49063 	14280 
102645 	40800 
340313 	20806 
376991 	21420 
1035560 	30600 
557692 	32640 
200000 	48960 
124700 	20400 
108671 	30600 
195314 	25500 
253500 	35700 
180000 	16728 
219059 	0 
89294 	0 
60807 	45900 
130395 	0 
150878 	61200 
71454 	0 
39412 	20400 
53559 	0 
119294 	11220 
350000 	359040 
595030 	31620 
267733 	35700 
101000 	71400 
138667 	51000 
258235 	0 
32526 	12240 
73805 	15300 
600000 	40800 
78950 	14598 
338090 	46920 
110643 	35700 
71966 	20400 
555029 	81600 
37773 	20400 
295404 	61200 
226757 	12240 
76800 	15300 
100000 	24480 
73222 	37740 
242235 	40800 
38842 	0 
124353 	15300 
65000 	20400 
72556 	32130 
73983 	23218 
148968 	51000 
180033 	56100 
320900 	71400 
185500 	45900 
100900 	0 
82816 	20400 
500000 	64307 
200000 	51000 
450000 	57120 
90471 	11220 
65600 	25500 
515800 	35700 
230000 	40800 
128451 	29580 
52687 	25500 
212832 	51000 
210412 	23460 
161563 	20400 
446000 	40800 
328118 	39780 
106211 	0 
111000 	0 
66316 	0 
50000 	18360 
383497 	23460 
53635 	21466 
177058 	15300 
508876 	51000 
97059 	38760 
677089 	30600 
100000 	76500 
721900 	102000 
61069 	30600 
110881 	25500 
120778 	45900 
110273 	25500 
183647 	27540 
156322 	40800 
243758 	14116 
232551 	10200 
351502 	12240 
468544 	34680 
40000 	34680 
244000 	60183 
280000 	51000 
201900 	42399 
118706 	0 
129560 	0 
58039 	15300 
300000 	51000 
216685 	39649 
715261 	15300 
72718 	45900 
65322 	38760 
125700 	26520 
30737 	0 
72718 	0 
3044882 	81600 
100000 	18360 
135515 	28560 
137315 	77520 
284081 	153000 
313733 	20400 
167439 	34680 
100000 	30600 
92667 	24484 
278496 	40800 
107843 	102000 
327869 	25500 
303300 	24007 
89294 	0 
224670 	40929 
1000000 	153653 
75676 	30600 
600000 	102000 
163867 	18360 
161029 	28560 
107986 	30600 
322210 	51000 
32526 	15300 
61044 	19380 
160000 	25500 
40549 	0 
277300 	22440 
172457 	35700 
63224 	17216 
61789 	25500 
423900 	51000 
387802 	51000 
42340 	35700 
134250 	40800 
65529 	14280 
217932 	204000 
124118 	14994 
800000 	0 
469873 	20400 
36353 	0 
435879 	40800 
295570 	0 
139185 	20400 
63224 	77156 
53053 	0 
220200 	0 
