CREDIT	INCOME
298171 	24480 
202438 	61200 
40900 	24415 
87459 	30600 
103882 	13770 
98538 	0 
242235 	0 
391005 	26520 
133532 	25500 
485939 	45900 
63412 	28560 
371648 	45900 
600900 	153000 
50000 	20400 
127722 	51000 
250900 	65280 
271907 	40800 
390900 	61200 
132133 	0 
44805 	18360 
349306 	38760 
150000 	21420 
200000 	387600 
150900 	33660 
244300 	20400 
172457 	35700 
222401 	15300 
600000 	215220 
265343 	0 
197000 	19380 
83121 	22440 
530471 	0 
168824 	0 
600000 	0 
569747 	22440 
43053 	18360 
87647 	45900 
25105 	10200 
760633 	71400 
164216 	22952 
384373 	48960 
68105 	17340 
350000 	40767 
425700 	0 
600000 	49941 
58247 	0 
36632 	0 
80878 	20400 
61980 	0 
22631 	0 
165560 	0 
53505 	0 
174451 	0 
142788 	0 
30400 	0 
27291 	0 
30421 	30600 
131303 	0 
181601 	0 
153559 	0 
385670 	33798 
303047 	30600 
34301 	30600 
69579 	0 
179500 	37740 
169176 	24072 
224414 	0 
183648 	26520 
111978 	0 
750900 	122400 
625692 	35700 
179726 	21420 
397625 	0 
154407 	28402 
151795 	0 
257042 	25500 
59882 	15973 
410285 	61200 
40251 	35700 
220000 	37600 
45778 	35775 
183886 	23460 
23535 	30600 
220769 	0 
557000 	81600 
107595 	20400 
158750 	0 
1000000 	87943 
138706 	25500 
546545 	71516 
203400 	0 
127408 	35700 
519879 	71400 
320921 	26520 
125765 	15300 
181059 	0 
351647 	0 
600000 	0 
85384 	42840 
151329 	20400 
359289 	45900 
260049 	0 
56000 	10200 
200900 	50168 
148438 	22440 
115314 	45900 
458171 	45900 
165765 	0 
300000 	40800 
71584 	0 
539758 	25500 
368000 	26520 
137544 	17340 
258742 	25500 
126000 	0 
323800 	30600 
80000 	0 
72200 	0 
393818 	30600 
401029 	61200 
141067 	20400 
432154 	0 
72718 	30600 
234444 	27362 
299765 	23460 
112000 	27540 
163135 	16320 
400000 	66300 
50000 	0 
150300 	11220 
530424 	3060 
436000 	81600 
91285 	35700 
365664 	25500 
147529 	59966 
184824 	20400 
97294 	10200 
20000 	18360 
342000 	61200 
64000 	37740 
1824573 	51000 
515314 	35700 
50000 	16320 
115778 	0 
339884 	40800 
162999 	28560 
299000 	31059 
231018 	25500 
202788 	10205 
145214 	35700 
73059 	0 
277707 	17274 
58171 	28560 
71765 	30600 
550755 	51000 
370703 	50138 
217189 	0 
494600 	40800 
420788 	58140 
138171 	20106 
283634 	40800 
300900 	0 
541666 	18360 
390886 	0 
71000 	20400 
85464 	26520 
135000 	26520 
83412 	11526 
395400 	37678 
181059 	47940 
109793 	50559 
286743 	25500 
304121 	39780 
229600 	15340 
440933 	30600 
281029 	19380 
180000 	47940 
115063 	0 
23900 	0 
343900 	98680 
1780223 	17340 
585400 	102000 
412000 	40800 
246900 	0 
376125 	0 
461500 	0 
176550 	25500 
200000 	0 
22836 	25500 
78526 	0 
98912 	30600 
126448 	102000 
52205 	14280 
132375 	0 
178668 	25500 
86941 	0 
449576 	28555 
395975 	34680 
402900 	21930 
531500 	40800 
89587 	0 
112111 	37128 
123194 	18164 
409400 	0 
170000 	28560 
563667 	0 
123800 	0 
109793 	20400 
419960 	67104 
360236 	0 
177529 	23460 
150000 	24863 
150000 	25500 
112603 	26388 
159422 	30600 
281029 	21420 
540065 	43228 
229600 	20400 
228778 	58140 
340485 	30600 
443000 	45900 
170000 	20400 
550000 	0 
134000 	66300 
189400 	71400 
126588 	26520 
50000 	15300 
50000 	17340 
112532 	0 
586806 	21420 
74500 	54718 
189765 	20400 
183765 	0 
126125 	0 
20900 	0 
769555 	44152 
106658 	0 
240300 	0 
50000 	15300 
156598 	40800 
49540 	10805 
800000 	70992 
35000 	0 
100000 	25500 
286743 	26520 
590195 	40800 
168502 	15300 
130703 	40800 
208470 	19967 
398186 	18360 
248610 	24174 
434553 	45258 
53806 	25500 
494800 	30600 
342000 	40800 
195568 	61200 
286743 	26520 
552000 	26622 
271243 	51000 
35723 	10200 
55027 	27540 
93212 	23676 
109081 	25500 
392000 	66300 
228000 	38253 
762776 	32241 
201059 	0 
243515 	45900 
780900 	0 
71176 	0 
74632 	15300 
21000 	21420 
71935 	33660 
89111 	25500 
102000 	16320 
248364 	15300 
545042 	71400 
343886 	0 
172556 	0 
55027 	8568 
330659 	25500 
55027 	17340 
200000 	20400 
364727 	18360 
90000 	40800 
117556 	40800 
154769 	81600 
268970 	15013 
213333 	0 
338706 	0 
504300 	40800 
125622 	30600 
70000 	29483 
325000 	27540 
500900 	0 
478675 	21476 
163135 	26520 
109846 	0 
112035 	0 
40300 	0 
59412 	22440 
135995 	0 
997800 	53040 
45000 	30600 
150000 	71400 
48000 	20400 
32737 	18360 
387000 	0 
156649 	0 
227523 	58483 
146040 	25500 
750000 	91763 
146118 	0 
600706 	0 
93049 	23460 
37789 	0 
25158 	0 
143393 	20400 
599892 	195228 
449900 	37434 
487459 	248472 
247647 	0 
164200 	35700 
223797 	25500 
110879 	16320 
234615 	0 
41007 	0 
145765 	0 
185059 	0 
91374 	0 
280440 	0 
76588 	25500 
379838 	0 
175082 	37740 
326988 	0 
386875 	0 
321750 	0 
253250 	0 
335063 	0 
127412 	0 
31757 	0 
38356 	0 
91234 	22440 
48900 	0 
134400 	0 
55934 	0 
143294 	0 
247867 	30600 
71000 	30600 
103489 	40800 
10000 	26520 
146582 	0 
767560 	51380 
74940 	0 
119485 	0 
200000 	54563 
1066627 	10659 
81059 	29920 
325297 	30600 
348428 	66300 
350499 	25500 
207569 	30600 
103487 	81600 
31757 	18360 
205882 	15300 
450000 	30600 
82387 	0 
243131 	34379 
70000 	30600 
546545 	255000 
350000 	55446 
238136 	25500 
49872 	51000 
301855 	173400 
69600 	6405 
95293 	71400 
399800 	35700 
401029 	30600 
233570 	18360 
219273 	13621 
124651 	32196 
208746 	25500 
276389 	5406 
160800 	0 
76649 	0 
211273 	0 
55900 	0 
55027 	17340 
163135 	71400 
331271 	20400 
458171 	0 
58479 	34680 
20000 	0 
449576 	34836 
41474 	0 
154000 	0 
139882 	0 
403862 	0 
34500 	0 
200000 	0 
60778 	30600 
150000 	19380 
531323 	35700 
304121 	20010 
450000 	30600 
271243 	51000 
74486 	25500 
540000 	35700 
278300 	20400 
200222 	61200 
31856 	0 
253600 	25500 
354000 	51000 
637200 	74460 
130000 	50777 
590900 	0 
30250 	27540 
125765 	0 
322229 	61200 
238765 	0 
185176 	0 
26371 	59160 
300900 	36720 
531197 	51000 
54222 	45900 
219733 	35700 
170633 	30600 
240000 	36822 
43033 	32640 
568900 	30600 
83294 	0 
52205 	17340 
130000 	39933 
100471 	40800 
305100 	61200 
364727 	21420 
449315 	30600 
334267 	0 
52205 	0 
100000 	18411 
280625 	40800 
44029 	10200 
164875 	0 
90471 	9093 
70365 	0 
190000 	51000 
122171 	9753 
106847 	13606 
282267 	0 
230770 	0 
35056 	40800 
389600 	24726 
50000 	0 
67705 	18360 
165615 	21420 
68118 	0 
230000 	25500 
219893 	12246 
343824 	25500 
444614 	81600 
55027 	0 
42106 	0 
24149 	0 
52474 	0 
239241 	51000 
494328 	0 
51530 	16116 
84222 	35700 
357882 	40800 
161059 	25888 
161037 	0 
79011 	0 
59882 	0 
413000 	48531 
130471 	15300 
29263 	0 
142235 	0 
209813 	0 
77351 	30600 
150000 	0 
197444 	39780 
229600 	71400 
350802 	22950 
155231 	0 
102438 	34680 
272025 	0 
47579 	0 
341100 	27128 
323544 	0 
197412 	20400 
424700 	0 
92878 	28044 
93659 	0 
260000 	40800 
395200 	51000 
250000 	26700 
118706 	153000 
223618 	0 
600000 	0 
86239 	0 
69647 	26391 
59882 	0 
354900 	0 
217189 	0 
62784 	0 
100000 	51000 
94810 	35700 
120675 	0 
258248 	0 
366743 	0 
243882 	32640 
125150 	0 
357293 	0 
354777 	24480 
222250 	38248 
33700 	40800 
51161 	15300 
161700 	56100 
65838 	25500 
354941 	18360 
254424 	20400 
3241466 	17340 
130900 	61200 
239457 	61200 
58171 	18360 
105332 	25823 
180000 	32640 
526063 	40800 
119892 	0 
395000 	40800 
58987 	20400 
304772 	45900 
615300 	0 
346363 	40800 
364727 	51000 
110353 	43421 
600000 	71400 
77529 	27540 
118533 	23460 
220000 	20951 
250000 	0 
507468 	25500 
318973 	71400 
332300 	28519 
65838 	15300 
221710 	35700 
62368 	18360 
119089 	19278 
130000 	35700 
492911 	0 
485939 	28560 
485939 	25699 
172457 	15300 
284727 	15619 
114021 	53040 
205300 	0 
270000 	0 
329695 	76500 
163232 	26520 
32632 	0 
186545 	0 
30900 	13872 
116533 	0 
452995 	30600 
250000 	0 
120900 	0 
163135 	31620 
569200 	0 
279879 	0 
19005 	20400 
74615 	0 
144941 	0 
800900 	0 
324740 	40800 
133577 	22440 
800900 	0 
31692 	0 
271243 	24480 
83400 	173400 
172354 	27540 
109368 	85278 
90000 	40800 
109081 	0 
139882 	0 
109793 	0 
21480 	0 
148723 	14280 
140567 	0 
85647 	47940 
50000 	20400 
218270 	0 
54741 	40800 
163121 	0 
306385 	22773 
343886 	51000 
1490728 	20400 
413212 	20400 
120158 	61200 
172457 	12040 
111266 	35700 
409829 	35700 
438870 	51000 
23670 	53040 
184529 	0 
43538 	0 
97539 	35700 
500900 	0 
76649 	19380 
542636 	0 
201375 	16506 
83653 	23460 
54100 	0 
34539 	24480 
250000 	25500 
500900 	51000 
325297 	40800 
248495 	22440 
287504 	35700 
387224 	26622 
174451 	0 
217189 	71400 
532900 	56100 
360588 	0 
17200 	51000 
33196 	15300 
551900 	35700 
77200 	40800 
283412 	98763 
104105 	24956 
36871 	40800 
330000 	30600 
156471 	0 
807592 	35700 
600000 	306000 
546545 	35635 
560900 	81600 
274940 	34017 
182841 	45900 
22000 	0 
310588 	35700 
370000 	36720 
25463 	8160 
488121 	0 
296203 	0 
34948 	14280 
124937 	0 
96011 	15300 
115314 	18360 
35234 	21420 
427722 	0 
58844 	13260 
513818 	32834 
40637 	42525 
20000 	20400 
271265 	30600 
138375 	18360 
570788 	26734 
26619 	40800 
230000 	15317 
119587 	18156 
253294 	36720 
440682 	30600 
122303 	20400 
46650 	13260 
73012 	51000 
379681 	51000 
204588 	0 
38694 	0 
61889 	20400 
192694 	12240 
114000 	0 
109081 	30600 
174453 	57120 
74000 	26520 
343886 	132600 
260000 	96900 
446786 	0 
499900 	0 
76649 	35700 
127363 	0 
372457 	12240 
35833 	0 
220769 	0 
442788 	0 
144000 	31416 
43053 	0 
52474 	61200 
350000 	100276 
182767 	40800 
121472 	27540 
112854 	18360 
322420 	0 
262303 	0 
241412 	0 
84136 	27540 
326379 	0 
553000 	0 
352289 	61200 
231900 	81600 
63458 	27540 
84824 	0 
45053 	0 
500000 	0 
298171 	23664 
130900 	0 
499100 	0 
73093 	0 
70000 	0 
51200 	0 
31084 	0 
414300 	39474 
94396 	0 
200900 	0 
174451 	40800 
68804 	14280 
100000 	35700 
92400 	0 
310000 	17435 
53806 	19176 
71708 	20400 
186800 	20400 
252000 	0 
30000 	25500 
163800 	0 
150900 	31620 
450000 	45900 
422911 	20400 
124108 	0 
191647 	0 
191250 	0 
271243 	36720 
33951 	15300 
2000000 	0 
100000 	112200 
492000 	25500 
92694 	0 
287538 	20400 
53864 	18360 
526100 	0 
49368 	22440 
200500 	0 
297846 	20400 
309875 	0 
472284 	0 
1000000 	0 
374100 	0 
123412 	0 
28211 	0 
238035 	0 
150000 	12240 
195568 	30600 
138588 	0 
54000 	0 
1266029 	36720 
270000 	40800 
187500 	38527 
347289 	17340 
382966 	21420 
238533 	20400 
60900 	0 
538171 	71400 
103294 	0 
207152 	15650 
220900 	15300 
184757 	25384 
162150 	25361 
350000 	51000 
214400 	69360 
281112 	18360 
41000 	10200 
193900 	25500 
115314 	23460 
556900 	29580 
480000 	91800 
83679 	21420 
401200 	37740 
250824 	21930 
55386 	7551 
31318 	40800 
531099 	40800 
91875 	0 
449882 	24480 
128471 	35700 
438667 	0 
389000 	48960 
118706 	30600 
538500 	45900 
312864 	27540 
450000 	91800 
150000 	27540 
195314 	66751 
257190 	32640 
565697 	60127 
21546 	0 
87459 	15300 
110253 	0 
200900 	0 
244500 	0 
200000 	36171 
330422 	35700 
50133 	15300 
84235 	8160 
78462 	0 
72718 	0 
32718 	0 
164727 	0 
111263 	0 
598000 	91800 
259000 	30600 
461949 	41267 
467489 	71400 
98328 	51000 
500000 	51000 
341176 	38760 
595030 	35700 
203294 	0 
171030 	0 
254233 	20400 
417450 	25500 
350900 	0 
146705 	15300 
76632 	30600 
201529 	22440 
158176 	29580 
229600 	35700 
137029 	20400 
110000 	0 
523515 	27215 
74000 	0 
109081 	15323 
600000 	408000 
22160 	0 
731733 	30600 
325297 	27540 
236353 	0 
263886 	20945 
572500 	71400 
1105993 	35700 
132400 	10200 
144187 	25500 
86588 	30600 
584800 	61200 
271000 	40800 
379176 	40800 
55027 	24480 
599879 	38250 
255887 	0 
222143 	0 
89871 	0 
150000 	40800 
264107 	15300 
524375 	57681 
100457 	31314 
313799 	24480 
252667 	0 
150962 	40800 
375900 	51000 
228000 	44704 
112882 	0 
343886 	51000 
80947 	0 
36353 	14280 
219882 	0 
405665 	30600 
182588 	30600 
260390 	0 
37684 	102000 
434706 	45900 
234500 	40800 
76125 	20910 
104300 	27540 
109081 	20400 
412532 	45900 
40469 	15300 
186600 	34680 
107340 	47476 
300000 	28982 
195568 	0 
218607 	0 
149729 	20400 
35835 	18360 
587706 	27540 
142197 	51000 
412457 	51000 
21546 	0 
412700 	25500 
154421 	0 
112111 	0 
450900 	38760 
173946 	40820 
59625 	35700 
400000 	25500 
494857 	26520 
270250 	46920 
71647 	23014 
91275 	51000 
252900 	18360 
81200 	0 
188000 	0 
548706 	183600 
148200 	0 
52474 	16320 
85385 	0 
77000 	35700 
92830 	77520 
162162 	21359 
135664 	61598 
2069748 	35700 
138061 	19380 
320000 	102000 
115300 	18360 
117061 	0 
600000 	0 
117800 	0 
231867 	19890 
60000 	45900 
217189 	51000 
600000 	40800 
137556 	35700 
58333 	18360 
217189 	0 
315154 	0 
394684 	0 
36526 	0 
600000 	145860 
117647 	0 
79238 	61200 
55027 	8160 
97000 	51000 
38811 	0 
288861 	33660 
412121 	20400 
104621 	35700 
182576 	13312 
127364 	0 
55027 	20467 
37895 	0 
390485 	25500 
86941 	0 
800000 	35700 
110182 	13260 
62784 	0 
400000 	61200 
76300 	23460 
201000 	51000 
258829 	0 
172457 	25500 
185133 	15300 
65838 	14280 
253900 	35700 
343886 	31415 
374800 	0 
262000 	22440 
59468 	30600 
401029 	35700 
312361 	27166 
77625 	45900 
440021 	47940 
293000 	30600 
218607 	57805 
79889 	25500 
57363 	15008 
124937 	20400 
54500 	25500 
217081 	20400 
27135 	51000 
456848 	69860 
298000 	20400 
113400 	0 
205550 	19380 
95176 	48450 
67254 	0 
328735 	23072 
303297 	21420 
295176 	0 
59882 	9202 
166667 	30600 
251647 	25500 
284589 	0 
305538 	0 
345278 	30600 
126064 	17340 
370900 	86700 
74121 	40800 
118706 	17340 
55027 	0 
441752 	81600 
124000 	25500 
125342 	40800 
300900 	0 
150900 	51000 
68000 	0 
204727 	40800 
72111 	81600 
119882 	0 
172457 	30600 
400000 	71400 
233692 	0 
59789 	25500 
405983 	56100 
69451 	0 
533900 	0 
148267 	0 
217189 	59160 
472729 	0 
110162 	0 
409215 	0 
209750 	0 
311569 	19380 
130886 	0 
419500 	35700 
320941 	32640 
197444 	0 
120675 	0 
86615 	16320 
224588 	20400 
66000 	0 
30000 	24480 
119500 	20400 
211733 	0 
311941 	0 
140900 	0 
135733 	35700 
84054 	0 
210000 	0 
76649 	30600 
355472 	0 
297250 	0 
68000 	20400 
179765 	20400 
109081 	20400 
77294 	0 
152500 	0 
128172 	0 
209367 	0 
124941 	0 
182150 	0 
272800 	18360 
154000 	0 
242118 	0 
210253 	0 
164468 	51000 
182909 	26520 
115086 	14280 
176860 	25500 
130703 	34680 
271200 	40800 
358086 	30600 
32526 	0 
90000 	0 
352151 	142800 
636798 	45900 
91340 	20400 
229600 	25419 
343886 	56100 
154533 	51000 
317625 	71400 
61176 	34680 
500000 	0 
66941 	25500 
111979 	0 
229600 	0 
152150 	0 
110103 	0 
391100 	22440 
78703 	18360 
40600 	20400 
358588 	0 
600000 	81600 
600000 	81600 
682841 	193800 
31211 	0 
355900 	0 
79287 	0 
150900 	28280 
449576 	56100 
600900 	54903 
549100 	56100 
124353 	0 
95000 	30600 
222198 	64229 
335000 	101079 
671735 	79985 
338982 	15300 
379729 	73440 
109474 	25500 
586667 	23460 
144051 	0 
171647 	0 
28462 	0 
200000 	0 
143831 	28560 
77509 	23460 
217189 	85371 
230000 	15281 
39433 	0 
190886 	0 
230730 	51000 
283765 	40800 
255176 	62966 
494267 	28560 
200000 	40884 
64463 	91800 
294545 	40800 
302784 	28560 
200000 	28560 
50000 	7854 
379375 	23715 
239300 	41585 
69647 	0 
74310 	0 
68778 	20400 
59053 	55080 
67970 	25500 
95949 	0 
62941 	35700 
53505 	24480 
53021 	0 
175059 	40800 
601900 	77214 
143800 	25500 
495900 	0 
154861 	57120 
231000 	22440 
110000 	13260 
278462 	51000 
22000 	0 
157326 	20400 
110000 	0 
465369 	91800 
567111 	40800 
219263 	51541 
147183 	0 
25474 	0 
166824 	0 
271800 	19380 
27590 	0 
330471 	51182 
360000 	24705 
64865 	14484 
131647 	0 
159114 	0 
37156 	22651 
172457 	15300 
359882 	20400 
132857 	23460 
264781 	13260 
265900 	35700 
68906 	0 
398239 	76500 
72418 	0 
83412 	22950 
90471 	0 
70833 	0 
43064 	0 
27263 	25500 
84588 	32640 
68706 	0 
88901 	27883 
294471 	0 
89300 	0 
161900 	0 
363900 	0 
59882 	13260 
64105 	26520 
134375 	0 
171477 	40800 
52658 	22440 
192824 	0 
313800 	0 
590471 	0 
113900 	0 
118588 	18360 
105200 	22440 
168486 	30600 
158300 	0 
265900 	0 
320588 	51000 
181899 	0 
55934 	0 
60526 	0 
165824 	15300 
154600 	18360 
294777 	33660 
163135 	20400 
505250 	56100 
128889 	35700 
109081 	23460 
125598 	18360 
500000 	65096 
657681 	81600 
108147 	0 
279310 	0 
91242 	61200 
100000 	20400 
55386 	0 
89100 	0 
39069 	0 
466954 	13260 
288000 	17340 
46900 	0 
71851 	24480 
378000 	35700 
1293030 	51000 
270611 	71400 
300900 	153000 
68101 	0 
287349 	25500 
2753092 	45900 
174947 	0 
189726 	10200 
449874 	28560 
530000 	61200 
114486 	11526 
700900 	0 
119367 	0 
201519 	0 
35684 	0 
281900 	30413 
151886 	0 
109081 	15300 
315354 	23766 
300900 	45900 
98270 	22346 
207045 	0 
28900 	61200 
500900 	0 
173900 	61200 
36353 	105060 
341000 	0 
24588 	20400 
127348 	0 
76649 	0 
129576 	30600 
491099 	61200 
63604 	21114 
75000 	0 
116889 	37740 
600000 	71400 
86941 	0 
226329 	25500 
87556 	30600 
172457 	0 
430900 	76500 
329700 	0 
163135 	0 
66923 	24480 
300000 	0 
600000 	81600 
125444 	25500 
310471 	40800 
279611 	25500 
215584 	30600 
73093 	21083 
59882 	0 
71647 	0 
188000 	0 
38375 	12240 
116848 	0 
347867 	25500 
209625 	30600 
295176 	0 
1400959 	81600 
516329 	25500 
1471493 	35700 
343886 	33524 
116647 	14850 
487190 	0 
30000 	0 
541670 	35700 
262909 	0 
61915 	30162 
103487 	26520 
150007 	25500 
52842 	0 
150800 	17340 
63600 	25500 
116743 	10200 
102503 	0 
80900 	0 
165939 	7956 
600000 	32640 
72165 	40800 
192324 	0 
166800 	34272 
102300 	15300 
32887 	0 
119067 	15825 
163135 	46145 
201059 	28560 
541152 	20400 
185500 	23460 
62590 	28560 
111380 	35496 
401029 	23608 
553385 	0 
216848 	14280 
162162 	33675 
236353 	0 
300000 	37060 
400000 	36720 
229600 	0 
78533 	15300 
250000 	0 
130703 	16320 
1000000 	170340 
116800 	40800 
200900 	0 
486743 	56100 
105765 	53040 
121400 	0 
319900 	0 
217189 	31245 
71805 	20400 
470674 	52110 
146674 	32640 
23887 	0 
131035 	0 
68824 	0 
37684 	0 
141240 	0 
382909 	0 
128502 	8976 
164816 	14280 
436072 	29696 
338090 	21420 
227867 	25500 
109469 	35700 
436912 	111274 
190000 	47940 
132706 	0 
441646 	0 
200125 	12750 
323000 	35700 
58569 	15300 
226125 	0 
53533 	22440 
106000 	32640 
51300 	22440 
56748 	15300 
70471 	0 
170000 	16320 
211440 	30600 
87500 	81600 
541886 	30600 
119106 	40800 
45567 	0 
54211 	25500 
85190 	15300 
120941 	0 
338090 	39862 
59882 	0 
211600 	35700 
356303 	48960 
168039 	24480 
311182 	18360 
268200 	20400 
193726 	8976 
96950 	0 
80064 	17340 
211784 	25500 
127152 	0 
0 	0 
546593 	510000 
239800 	30600 
149400 	10200 
204937 	27540 
39147 	9242 
257027 	48960 
1086224 	25500 
38872 	0 
439114 	45900 
75529 	0 
67263 	26520 
224747 	35700 
247000 	16896 
298171 	45616 
214444 	61200 
135811 	51000 
269035 	0 
262800 	0 
109081 	15300 
287329 	45900 
266850 	51000 
296572 	25999 
50000 	20400 
112111 	0 
450000 	37740 
126310 	0 
172658 	0 
306824 	0 
46656 	30600 
213946 	40820 
177529 	20400 
1000000 	0 
450000 	30600 
77149 	25500 
143412 	56100 
62462 	0 
112420 	20400 
18382 	17340 
361390 	27540 
26619 	23664 
109793 	14790 
34445 	204000 
600000 	106080 
309187 	38760 
270030 	0 
59053 	0 
105765 	35700 
95600 	61200 
183400 	25500 
126647 	25500 
338090 	30600 
239191 	27562 
200000 	0 
499860 	0 
39423 	0 
229985 	12240 
204000 	0 
458171 	26520 
1685480 	0 
226000 	10200 
63495 	23460 
69158 	30600 
147001 	0 
160000 	14051 
191013 	17340 
151125 	21420 
591400 	34680 
514429 	19380 
122158 	13260 
217189 	22440 
309930 	35731 
179059 	22377 
169900 	0 
30860 	51000 
458500 	30600 
53806 	40800 
135059 	0 
77912 	0 
195294 	0 
156914 	0 
39167 	0 
599701 	81600 
338090 	25500 
133833 	51000 
113371 	17748 
273268 	61200 
55900 	25500 
100000 	0 
255466 	0 
161563 	30600 
252900 	25500 
300000 	57120 
400900 	80743 
252750 	32640 
79918 	15300 
106900 	0 
199633 	61200 
103722 	0 
277848 	0 
294467 	35700 
71563 	20400 
117889 	36720 
321872 	28560 
153319 	30600 
538201 	35700 
239000 	16320 
195030 	15379 
473877 	42840 
157909 	71400 
170900 	0 
184706 	0 
243670 	20400 
581900 	73440 
227502 	0 
92457 	0 
86941 	40800 
62462 	35710 
339294 	54365 
129663 	10200 
258819 	32640 
54183 	32640 
305000 	45696 
1282147 	85680 
60000 	12240 
256900 	51000 
35029 	25500 
142234 	8690 
350000 	0 
23438 	0 
114500 	61200 
72466 	0 
182600 	0 
600000 	51000 
168539 	18360 
73818 	16320 
429900 	52020 
599000 	0 
418900 	55080 
150900 	30600 
402800 	0 
283802 	16843 
564800 	255000 
315765 	35700 
43518 	0 
600000 	765000 
31856 	0 
544353 	0 
217653 	12240 
60290 	27336 
221870 	0 
331538 	45900 
600000 	0 
363589 	25500 
36463 	20400 
189735 	0 
155412 	0 
100000 	0 
148235 	0 
247294 	51000 
308120 	30600 
259333 	0 
29211 	15300 
85063 	0 
65088 	66300 
107066 	40800 
94967 	18360 
141988 	10200 
65500 	14280 
67667 	29580 
600000 	38250 
250900 	27540 
42165 	0 
34526 	0 
118706 	0 
343707 	0 
258200 	54264 
170900 	20400 
212200 	66300 
140495 	0 
106211 	0 
281910 	18360 
99059 	21420 
83200 	36720 
229600 	29580 
250900 	22440 
163649 	51000 
73818 	0 
27895 	16320 
600000 	132600 
20000 	0 
121175 	32640 
84000 	122400 
273194 	15300 
277882 	45900 
275296 	15848 
3583202 	204000 
61983 	25500 
176329 	16320 
187412 	0 
41959 	0 
240481 	0 
100665 	45900 
72400 	17340 
278706 	43860 
144573 	13260 
129400 	35700 
110879 	25500 
177529 	0 
24000 	40800 
206378 	0 
509000 	51000 
2593892 	142800 
121765 	20400 
82100 	64260 
118737 	15419 
62462 	0 
80000 	0 
175039 	30600 
92694 	19380 
120588 	25500 
172490 	25500 
55449 	17457 
99000 	19380 
453736 	0 
500000 	112200 
258700 	37332 
57191 	28064 
113754 	12858 
62802 	6872 
41099 	13260 
333790 	35700 
377529 	0 
132118 	24480 
229840 	0 
50000 	21420 
89294 	0 
58661 	0 
34421 	12240 
169576 	0 
268470 	19553 
1000000 	0 
150000 	35700 
184286 	26010 
354625 	33660 
138964 	61200 
182235 	0 
120000 	13879 
115875 	9180 
195568 	35700 
55934 	0 
46842 	0 
202247 	16625 
494328 	0 
120900 	40800 
492790 	41938 
250000 	0 
177250 	0 
174451 	18360 
155000 	40800 
91642 	40800 
32367 	12546 
164242 	0 
94667 	0 
224592 	0 
449021 	30600 
161563 	31059 
301319 	0 
63227 	0 
186824 	51000 
127733 	0 
113818 	0 
208000 	20400 
533000 	35496 
182909 	0 
148778 	51000 
116459 	30600 
191521 	0 
100000 	20400 
89363 	0 
78346 	0 
137765 	0 
69988 	20400 
42632 	0 
74813 	30600 
185176 	26622 
236964 	30600 
451300 	61200 
488807 	10200 
170000 	25500 
135843 	30600 
102548 	35700 
73433 	40800 
225730 	33660 
374684 	44880 
123596 	21978 
144941 	0 
139500 	56100 
259606 	16572 
203258 	23460 
279945 	0 
294325 	42840 
47667 	35700 
178778 	22440 
141873 	51000 
400147 	10200 
600000 	90000 
27251 	20400 
102235 	20400 
150000 	61200 
83402 	0 
127176 	0 
165485 	51000 
59842 	0 
108030 	22185 
474871 	32640 
85368 	0 
178757 	25500 
329270 	35700 
140000 	15300 
113371 	15300 
226400 	20400 
60391 	42840 
162642 	40800 
479918 	0 
115000 	86700 
331139 	0 
200000 	33692 
166924 	0 
155000 	28397 
403258 	0 
74639 	29393 
32526 	20400 
146118 	0 
193529 	0 
204810 	0 
77200 	20400 
50900 	13360 
109081 	23460 
46842 	0 
214533 	23460 
84683 	16116 
217189 	32640 
528110 	22037 
65838 	0 
700000 	41822 
133207 	35496 
159886 	20400 
240000 	21420 
184757 	30600 
102025 	0 
330000 	30600 
400000 	0 
342911 	0 
315491 	22440 
140000 	35700 
27365 	51000 
196875 	0 
100000 	0 
400000 	61200 
450449 	51516 
63868 	0 
59895 	0 
52474 	0 
80000 	33660 
279310 	15300 
102151 	42330 
383886 	31620 
136529 	0 
98912 	0 
65833 	12240 
65900 	18360 
32664 	20400 
450985 	91800 
117614 	17648 
756835 	25500 
185800 	0 
276800 	0 
186962 	0 
441091 	25500 
506629 	28050 
474100 	40800 
107540 	0 
138116 	15300 
143641 	20400 
112350 	12750 
43053 	17340 
199500 	0 
196000 	0 
563119 	30600 
183647 	15300 
177529 	22440 
115604 	0 
84706 	0 
62118 	7140 
217189 	0 
213318 	0 
200900 	11220 
177412 	0 
48950 	30600 
96353 	39780 
115588 	24480 
225730 	23460 
550220 	45900 
112111 	40800 
62590 	15300 
174451 	53040 
69294 	27540 
2240270 	30600 
495775 	36210 
180787 	27061 
773110 	45900 
296000 	40800 
68211 	0 
324117 	30600 
387900 	29070 
425824 	0 
217765 	40800 
116889 	0 
101986 	25500 
248000 	50537 
147250 	0 
451800 	66300 
100000 	25500 
29950 	10200 
251412 	0 
195529 	0 
79446 	25500 
374194 	23460 
433405 	0 
36316 	0 
350000 	0 
96855 	61200 
59412 	30600 
61158 	45900 
155567 	0 
608734 	18360 
26564 	0 
236353 	30600 
36419 	20400 
71000 	0 
300000 	45900 
67790 	20400 
38832 	0 
110879 	0 
370983 	0 
552594 	35700 
105823 	32640 
214000 	26010 
42165 	0 
359000 	20400 
420955 	20400 
139955 	14790 
50000 	20400 
385471 	28560 
1000000 	0 
137843 	9465 
